meas_y,meas_x,estimated_y,estimated_x
,,-49.40711462,1.927187286
,,-49.44664032,1.927192732
,,-49.48616601,1.927198178
,,-49.5256917,1.927203624
,,-49.56521739,1.92720907
,,-49.60474308,1.927214516
,,-49.64426877,1.927219962
,,-49.68379447,1.927225408
,,-49.72332016,1.927230854
,,-49.76284585,1.9272363
,,-49.80237154,1.927241746
,,-49.84189723,1.927247192
,,-49.88142292,1.927252638
,,-49.92094862,1.927258084
,,-49.96047431,1.927263529
,,-50,1.927268975
,,-50.03952569,1.927274421
,,-50.07905138,1.927279867
,,-50.11857708,1.927285313
,,-50.15810277,1.927290759
,,-50.19762846,1.927296205
,,-50.23715415,1.927301651
,,-50.27667984,1.927307096
,,-50.31620553,1.927312542
,,-50.35573123,1.927317988
,,-50.39525692,1.927323434
,,-50.43478261,1.92732888
,,-50.4743083,1.927334326
,,-50.51383399,1.927339771
,,-50.55335968,1.927345217
,,-50.59288538,1.927350663
,,-50.63241107,1.927356109
,,-50.67193676,1.927361555
,,-50.71146245,1.927367
,,-50.75098814,1.927372446
,,-50.79051383,1.927377892
,,-50.83003953,1.927383338
,,-50.86956522,1.927388783
,,-50.90909091,1.927394229
,,-50.9486166,1.927399675
,,-50.98814229,1.927405121
,,-51.02766798,1.927410566
,,-51.06719368,1.927416012
,,-51.10671937,1.927421458
,,-51.14624506,1.927426903
,,-51.18577075,1.927432349
,,-51.22529644,1.927437795
,,-51.26482213,1.927443241
,,-51.30434783,1.927448686
,,-51.34387352,1.927454132
,,-51.38339921,1.927459578
,,-51.4229249,1.927465023
,,-51.46245059,1.927470469
,,-51.50197628,1.927475915
,,-51.54150198,1.92748136
,,-51.58102767,1.927486806
,,-51.62055336,1.927492251
,,-51.66007905,1.927497697
,,-51.69960474,1.927503143
,,-51.73913043,1.927508588
,,-51.77865613,1.927514034
,,-51.81818182,1.92751948
,,-51.85770751,1.927524925
,,-51.8972332,1.927530371
,,-51.93675889,1.927535816
,,-51.97628458,1.927541262
,,-52.01581028,1.927546707
,,-52.05533597,1.927552153
,,-52.09486166,1.927557599
,,-52.13438735,1.927563044
,,-52.17391304,1.92756849
,,-52.21343874,1.927573935
,,-52.25296443,1.927579381
,,-52.29249012,1.927584826
,,-52.33201581,1.927590272
,,-52.3715415,1.927595717
,,-52.41106719,1.927601163
,,-52.45059289,1.927606608
,,-52.49011858,1.927612054
,,-52.52964427,1.927617499
,,-52.56916996,1.927622945
,,-52.60869565,1.92762839
,,-52.64822134,1.927633836
,,-52.68774704,1.927639281
,,-52.72727273,1.927644727
,,-52.76679842,1.927650172
,,-52.80632411,1.927655618
,,-52.8458498,1.927661063
,,-52.88537549,1.927666508
,,-52.92490119,1.927671954
,,-52.96442688,1.927677399
,,-53.00395257,1.927682845
,,-53.04347826,1.92768829
,,-53.08300395,1.927693735
,,-53.12252964,1.927699181
,,-53.16205534,1.927704626
,,-53.20158103,1.927710072
,,-53.24110672,1.927715517
,,-53.28063241,1.927720962
,,-53.3201581,1.927726408
,,-53.35968379,1.927731853
,,-53.39920949,1.927737298
,,-53.43873518,1.927742744
,,-53.47826087,1.927748189
,,-53.51778656,1.927753634
,,-53.55731225,1.92775908
,,-53.59683794,1.927764525
,,-53.63636364,1.92776997
,,-53.67588933,1.927775416
,,-53.71541502,1.927780861
,,-53.75494071,1.927786306
,,-53.7944664,1.927791752
,,-53.83399209,1.927797197
,,-53.87351779,1.927802642
,,-53.91304348,1.927808087
,,-53.95256917,1.927813533
,,-53.99209486,1.927818978
,,-54.03162055,1.927824423
,,-54.07114625,1.927829868
,,-54.11067194,1.927835314
,,-54.15019763,1.927840759
,,-54.18972332,1.927846204
,,-54.22924901,1.927851649
,,-54.2687747,1.927857095
,,-54.3083004,1.92786254
,,-54.34782609,1.927867985
,,-54.38735178,1.92787343
,,-54.42687747,1.927878875
,,-54.46640316,1.927884321
,,-54.50592885,1.927889766
,,-54.54545455,1.927895211
,,-54.58498024,1.927900656
,,-54.62450593,1.927906101
,,-54.66403162,1.927911546
,,-54.70355731,1.927916991
,,-54.743083,1.927922437
,,-54.7826087,1.927927882
,,-54.82213439,1.927933327
,,-54.86166008,1.927938772
,,-54.90118577,1.927944217
,,-54.94071146,1.927949662
,,-54.98023715,1.927955107
,,-55.01976285,1.927960552
,,-55.05928854,1.927965997
,,-55.09881423,1.927971443
,,-55.13833992,1.927976888
,,-55.17786561,1.927982333
,,-55.2173913,1.927987778
,,-55.256917,1.927993223
,,-55.29644269,1.927998668
,,-55.33596838,1.928004113
,,-55.37549407,1.928009558
,,-55.41501976,1.928015003
,,-55.45454545,1.928020448
,,-55.49407115,1.928025893
,,-55.53359684,1.928031338
,,-55.57312253,1.928036783
,,-55.61264822,1.928042228
,,-55.65217391,1.928047673
,,-55.6916996,1.928053118
,,-55.7312253,1.928058563
,,-55.77075099,1.928064008
,,-55.81027668,1.928069453
,,-55.84980237,1.928074898
,,-55.88932806,1.928080343
,,-55.92885375,1.928085788
,,-55.96837945,1.928091233
,,-56.00790514,1.928096678
,,-56.04743083,1.928102123
,,-56.08695652,1.928107568
,,-56.12648221,1.928113012
,,-56.16600791,1.928118457
,,-56.2055336,1.928123902
,,-56.24505929,1.928129347
,,-56.28458498,1.928134792
,,-56.32411067,1.928140237
,,-56.36363636,1.928145682
,,-56.40316206,1.928151127
,,-56.44268775,1.928156572
,,-56.48221344,1.928162016
,,-56.52173913,1.928167461
,,-56.56126482,1.928172906
,,-56.60079051,1.928178351
,,-56.64031621,1.928183796
,,-56.6798419,1.928189241
,,-56.71936759,1.928194685
,,-56.75889328,1.92820013
,,-56.79841897,1.928205575
,,-56.83794466,1.92821102
,,-56.87747036,1.928216465
,,-56.91699605,1.928221909
,,-56.95652174,1.928227354
,,-56.99604743,1.928232799
,,-57.03557312,1.928238244
,,-57.07509881,1.928243689
,,-57.11462451,1.928249133
,,-57.1541502,1.928254578
,,-57.19367589,1.928260023
,,-57.23320158,1.928265468
,,-57.27272727,1.928270912
,,-57.31225296,1.928276357
,,-57.35177866,1.928281802
,,-57.39130435,1.928287246
,,-57.43083004,1.928292691
,,-57.47035573,1.928298136
,,-57.50988142,1.928303581
,,-57.54940711,1.928309025
,,-57.58893281,1.92831447
,,-57.6284585,1.928319915
,,-57.66798419,1.928325359
,,-57.70750988,1.928330804
,,-57.74703557,1.928336249
,,-57.78656126,1.928341693
,,-57.82608696,1.928347138
,,-57.86561265,1.928352583
,,-57.90513834,1.928358027
,,-57.94466403,1.928363472
,,-57.98418972,1.928368916
,,-58.02371542,1.928374361
,,-58.06324111,1.928379806
,,-58.1027668,1.92838525
,,-58.14229249,1.928390695
,,-58.18181818,1.928396139
,,-58.22134387,1.928401584
,,-58.26086957,1.928407029
,,-58.30039526,1.928412473
,,-58.33992095,1.928417918
,,-58.37944664,1.928423362
,,-58.41897233,1.928428807
,,-58.45849802,1.928434251
,,-58.49802372,1.928439696
,,-58.53754941,1.928445141
,,-58.5770751,1.928450585
,,-58.61660079,1.92845603
,,-58.65612648,1.928461474
,,-58.69565217,1.928466919
,,-58.73517787,1.928472363
,,-58.77470356,1.928477808
,,-58.81422925,1.928483252
,,-58.85375494,1.928488697
,,-58.89328063,1.928494141
,,-58.93280632,1.928499585
,,-58.97233202,1.92850503
,,-59.01185771,1.928510474
,,-59.0513834,1.928515919
,,-59.09090909,1.928521363
,,-59.13043478,1.928526808
,,-59.16996047,1.928532252
,,-59.20948617,1.928537697
,,-59.24901186,1.928543141
,,-59.28853755,1.928548585
